

111975,"['\xa0service deliverablesdeadline*', '1report on identified state-owned hotels in serbia which are eligible for investments, including information on the location, hotel capacities and financial indicators, submitted and approved /up to 30 pages/31 may 2023', '2communication plan for presenting hotel capacities in serbia to the selected international hotel/real estate investment funds, submitted and approved /up to 30 pages/31 july 2023', '3report on investment proposals for 3 greenfield locations, including submitted and approved /up to 30 pages/1 october 2023', '4report on leads for partnerships between selected hotels in serbia and international hotel chains, including sustainable tourism standards that the potential investor/international hotel chains abide by /up to 30 pages/1 december 2023', 'lump sum contractsthe financial proposal shall specify a total lump sum amount in usd currency, and payment terms around specific and measurable (qualitative and quantitative) deliverables (i.e. whether payments fall in instalments or upon completion of the entire contract). payments are based upon approval of each deliverable.\xa0 in order to assist the requesting unit in the comparison of financial proposals, the financial proposal will include a breakdown of this lump sum amount(including travel in serbia, per diems, and number of anticipated working days).', 'cumulative analysis when using this weighted scoring method, the award of the contract should be made to the individual consultant whose offer has been evaluated and determined as:a) responsive/compliant/acceptable in terms of relevant experience and academic background, andb) having received the highest score out of a pre-determined set of weighted technical and financial criteria specific to the solicitation. * technical criteria weight; 70%* financial criteria weight; 30%only candidates obtaining a minimum of 49 points would be considered for the financial evaluationcriteriaweightmax. pointtechnical\xa070 pointscriteria adesk review of cvs based on professional experience in large hotel chains50criteria bexperience in tourism business development in international markets. to be demonstrated through cv.20financial\xa030 points\xa0', 'criteriaweightmax. point', 'technical\xa070 points', 'criteria adesk review of cvs based on professional experience in large hotel chains50', 'criteria bexperience in tourism business development in international markets. to be demonstrated through cv.20', 'financial\xa030 points']"
111974,"['milestonespayment', '20% of the total ceiling of contract is payable as the first instalmentupon submission of the methodology, detailed plan and agenda ofthe event20% of the totalcontract amount', 'after completion of the retreat and receiving the final report of theretreat, 80% will be released upon confirmation of satisfactoryperformance of the facilitator by un women.80% of the totalcontract amount', '#evaluation criteriascoring schedule', '1university degree in social or development studies, education,public policy, gender studies, management of organizations andother related fieldsyes - 50 pointsno - 0 points', '2minimum five years of professional experience in work with/incivil society organisations focused on gender equality andthe empowerment of women is required.5 years: 250 points5-10 years: 300 pointmore than 10 years: 350 points', '3applicant should have at least 3 similar experiences offacilitating retreats. strong analytical and coaching skills,knowledge or people’s psychology, emotional intelligence,strategic communications.yes – 100 pointsno – 0 points', '4at least three years of experience in working with internationalorganisations, un entities.yes – 100 pointsno – 0 points', '5fluency in written and spoken kazakh and russianyes – 70 pointsno – 0 points', '6knowledge of englishyes – 30 pointsno – 0 points', ""at un women, we are committed to creating a diverse and inclusive environment of mutual respect. un women recruits, hires, trains, compensates and promotes regardless of race, religion, color, gender, gender identity, sexual orientation, age, ability, national origin, or any other basis covered by applicable law. all employment decisions are made on the basis of qualifications, competence, integrity and organizational needs.if you require any reasonable accommodation to support your participation in the recruitment and selection process, please include this information with your application.un women has a zero-tolerance policy for conduct that is inconsistent with the goals and objectives of the united nations and un women, including sexual exploitation and abuse, sexual harassment, abuse of power and discrimination. all selected candidates will be required to adhere to un women's policies and procedures and the standards of conduct expected of un women staff and will therefore be subject to a thorough background check. (a background check will include verification of academic credentials and employment history. selected candidates may be required to provide additional information in order to conduct a background check.)"", '']"
111973,[]
111972,[]
111971,[]
111970,"['education:the intern at the time of application must meet one of the following conditions:be enrolled in a postgraduate degree programme (such as a master’s programme or higher) in international development, environment and natural resources, climate change, communications, or related field;be enrolled in the final academic year of a first university degree programme (such as bachelor’s degree or equivalent) in international development, environment and natural resources, climate change, communications, or related field;have recently graduated with a university degree (as defined in (a) and (b) above) and, if selected, must start the internship within one year of graduation;be enrolled in a postgraduate professional traineeship program and undertake the internship as part of this program.', 'experience:at least one year of experience in program/project development, monitoring and evaluation, preferably in a developing country and/or in the asian regionknowledge in any of the following areas is an asset: insurance markets (especially in developing countries), inclusive insurance, infrastructure investment, natural capitalexcellent communication, interpersonal skills, and the ability to work effectively in an international environmentgood organizational and analytical skills, initiative, and sound judgmentability to work with minimum supervisiongood computer skills', 'language requirements:full command of english (writing and speaking skills)', 'other desirable education, languages, and work experience:working knowledge of/experience in developing countries, asia, and/or viet nam']"
111969,"['tasksdeliverablestarget date', '1. coordination support is provided in a timely and satisfactory manner for effective implementation ofsafe and fair programme2. monitoring and reporting conducted in line with work plan, and m&e plans3. programme reports and commuications material is produced, ensuring quality and timelinesswork plan developed for the assignment15 may 2023', '\xa0 \xa0 2.monthly brief project progress report\xa0 about activities implemented and results achieved.\xa031 may 2023', '30 june 2023', '31 july 2023', '31 august 2023', '30 september 2023', '31 october 2023', '30 november 2023', '15 december 2023', 'technical evaluation criteriaobtainable score', 'educationmaster’s degree in the field of international development, gender studies, social science, public policy, or other related area. a first-level university degree in combination with two additional years of qualifying experience may be accepted in lieu of the advanced university degree.10%', 'substantive experience and skillsat least 2 years of relevant experience at the national and international levels in programme coordination and monitoring and evaluation of programmes, with focus on promotion of gender equality and ending violence against women. work experience in asean region is an advantage.experience in coordination with international organizations and other stakeholders is required; preferably in asean region.experience in regional programme coordination is an asset;experience in data compilation, analysis and preparing high quality reports is required.previous experience of working in the un system is an asset.\xa065%', 'reporting writing, editing and language skillsexperience in data compilation, analysis and preparing high quality reports is required.excellent communication skills (written and oral) in english are required.\xa025%', 'total obtainable score100%']"
111968,"['#deliverablesnumber of working daysdeadlines', '1detailed work plan about planned activities and expected results during the duration of the contract submitted.5 daysby may 19, 2023', '2a roadmap on activities focused on implementation of the national and international commitments under the wps agenda, including measures on gender mainstreaming and integration of flagship initiatives into nap 1325 developed and agreed with the dpmo.\xa010 daysby june 2, 2023', '3.provision of technical support on integration of wps commitments into the national ge policy framework and into the flagship initiatives into nap 1325 and coordination of this work with the apparatus of the commissioner for gender policy is submitted and agreed with the dpmo.evidence on technical support to the dpmo in four areas of unscr 1325 - participation, prevention, protection, and recovery with a focus on recovery, by supporting the development of gender-sensitive post-war recovery programs and policies is submitted and agreed with the dpmo.25 daysby july 7, 2023', '4.evidence and related documentation on awareness raising efforts and coordination with the central bodies of executive power on the updated nap 1325 is submitted and agreed with the dpmo.outcome documents and main points of working group meetings on wps are submitted, shared and agreed with dpmo.evidence on facilitation on dialogue with csos, representatives of security and defense sector and international organizations to support of implementation of the wps agenda and dpmo flagship initiatives in 2023 are submitted.20 daysby october 6, 2023', '5.provision of technical support on integration of wps commitments into the national ge policy framework and into the flagship initiatives into nap 1325 and coordination of this work with the apparatus of the commissioner for gender policy is submitted and agreed with the dpmo.provide technical support to the dpmo in four areas of unscr 1325 - participation, prevention, protection, and recovery with a focus on recovery, by supporting the development of gender-sensitive post-war recovery programs and policies;ensure awareness raising and coordination with the central bodies of executive power on the updated nap 1325. take part in working groups and meetings on wps, including those organized by un women;written findings and recommendations on facilitate dialogue with csos, representatives of security and defense sector and international organizations to support of implementation of the wps agenda and dpmo flagship initiatives in 2023;provision of support to the work of the sectorial working group “gender equality” within the donor coordination architecture.\xa020 daysby october 24, 2023', '6.final provision on integration of wps commitments into the national ge policy framework and into the flagship initiatives into nap 1325 and coordination of this work with the apparatus of the commissioner for gender policy;follow up with evident based documentation on earlier agreed awareness raising initiatives and assessment on their impact. any revisions, updates or amendments in respective materials are documented in awareness raising materials and strategies on the updated nap 1325 in close coordination of central bodies of executive power.10 daysby december 8, 2023', '8.final report about the progress and achievements, lessons learnt, and recommendations for way forward is submitted\xa05 daysby december 15, 2023', 'technical evaluation criteriamaximum obtainable points', 'criterion a –\xa0relevant educationadvanced (masters) degree in development studies, social science, gender studies, law, public administration or similar\xa05', 'criterion b –\xa0language skills\xa0ukrainian and english5', 'criterion c – relevant experience with total for all of the following criteria25 including:', 'minimum 3 years of relevant experience providing gender mainstreaming policy advice and technical support to the government, parliament, civil society, and/or international organizations on women, peace and security agenda;4', 'proven experience of conducting gender analysis, drafting policy and briefing documents on gender equality, women’s empowerment or women, peace and security issues, as well as provision of capacity building for government officials;5', 'proven knowledge of international humanitarian, human rights, gender equality, women’s empowerment and women, peace and security frameworks;5', 'understanding of national legislation and policy frameworks and governance systems, including ukrainian legislative framework related to wps agenda;5', 'experience with organizing and participating in high-level dialogues, consultations and workshops, including with members of parliament, government, csos, etc.;4', 'previous professional experience with development agencies and the united nations would be considered an asset.2', 'only those candidates who attained minimum 20 points for the above criteria will be invited for the written test\xa0', 'maximum obtainable score for the written test (only those applicants who score 70% for the written test will be called for an interview).15', 'maximum obtainable score for the interview20', 'total obtainable score70', '\xa0deliverables# of days and percentage of total price (weight for payment)price, uah(lump sum, all inclusive)', '1\xa0\xa0\xa0', '2\xa0\xa0\xa0', '\xa0totalmax. # of working days (100%)uah……']"
111967,"['\xa0monthly timesheets and brief narrative reports about implemented activities and achieved results with attached supporting documents submitted.', '\xa0\xa0\xa0price, uah', '2rate per day (kyiv)\xa0\xa0']"
111966,[]
111965,"['technical evaluation criteria\xa0obtainable score', 'educationmaster’s degree in gender studies, human rights, international affairs, disaster risk reduction, climate change, social science, public policy, and/or any relevant field directly related to gender equality and the empowerment of women and girls;\xa020%', ""experience and skillsa minimum of seven years of progressively responsible experience in the area of climate change, environment, disaster risk reduction, human rights, gender equality and women's empowerment, preferably at the international level\xa0demonstrated experience in providing technical and policy guidance to un agencies, governments, and civil society organizations on the design and implementation of gender-responsive climate change/ drr programmes.strong understanding of different climate financing mechanisms and proven ability to advise on the effective mobilisation and management of such mechanisms.proven track record in developing and implementing successful resource mobilization strategies for humanitarian action, drr, and climate change, including funding proposals for climate change-related programming.40%"", 'excellent communication and writing skills, with the ability to develop clear and concise reports, policy briefs, and other knowledge products.working experience with un women or other united nations agency an asset.working experience in asia-pacific is strongly desirable.\xa020%', 'language and report writing skillsfluency in english is required.knowledge of other languages spoken in the asia-pacific region an asset.\xa020%', '\xa0total obtainable score\xa0100%']"
111964,"['critère700', 'expérience de 10 ans minimum dans les domaines de l’égalité de genre et/ou de droits humains, et dans l’élaboration, mise en en œuvre et/ou évaluation des politiques publiques et programmes nationaux / plans stratégiques institutionnels.250', 'expérience dans la réalisation d’activités dans le domaine de la lutte contre la violence faites aux femmes et aux filles au niveau national200', 'expérience attestant de la connaissance du contexte institutionnel marocain en matière de promotion des droits humains, et notamment les droits des femmes et des enfants et de lutte contre les violences à leur encontre, la connaissance du secteur de la santé150', 'pertinence de la note méthodologique et du calendrier d’exécution de la mission100', 'at un women, we are committed to creating a diverse and inclusive environment of mutual respect. un women recruits, employs, trains, compensates,\xa0and promotes regardless of race, religion, color, sex, gender identity, sexual orientation, age,\xa0ability, national origin,\xa0or any other basis covered by appropriate law. all employment is decided\xa0on the basis of\xa0qualifications, competence, integrity and organizational need.\xa0\xa0\xa0if you need any reasonable accommodation to support your participation in the recruitment and selection process, please include this information in your application.\xa0\xa0\xa0un women\xa0has a zero-tolerance policy on conduct that is incompatible with the aims and objectives of the united nations and un women, including sexual exploitation and abuse, sexual harassment, abuse of authority and discrimination.\xa0\xa0all selected candidates will be expected to adhere to\xa0un women’s\xa0policies\xa0and procedures\xa0and\xa0the\xa0standards\xa0of conduct expected of un women personnel\xa0and will therefore undergo rigorous reference and background checks. (background checks will include the verification of academic credential(s) and employment history. selected candidates may be required to provide additional information to conduct a background check.)\xa0\xa0']"
111963,"['activités principales\xa0pourcentage du paiement', 'définit les étapes à suivre et les modalités de mise en œuvre et chronogramme de la mission.la note de cadrage\xa0\xa0', 'réalisation d’un cadre conceptuel de déclinaison du programme «\xa0attamkine al iktisssadi wa arriyada\xa0» au niveau territorial et son plan d’action.cadre conceptuel de déclinaison du programme «\xa0attamkine al iktissadi wa arriyada\xa0» au niveau territorial avec cadre de suivi\xa0', 'accompagnement des territoires retenus à mettre en place un dispositif de mise en œuvre, de gouvernance et de suivi du programme territorial.12 plans territoriaux (03 plans régionaux et 09 plans provinciaux) de déclinaison du programme «\xa0attamkine al iktissadi wa arriyada\xa0»\xa0rapports des concertations au niveau territorial\xa0', 'capitalisation du processus de territorialisation du programme «\xa0attamkine al iktissadi wa arryada\xa0»\xa0rapport de capitalisation\xa0', 'critères d’évaluation techniquenombre de points', ""expérience d’au moins 5 ans, au profit d’institutions publiques, en matière de conception et de mise en œuvre de politiques sociale en générale ou liés à l'égalité des sexes, à l’autonomisation des femmes et aux droits de l'homme200 points"", 'expérience d’au moins 2 ans en matière de droits humains des femmes au maroc, et particulièrement de l’autonomisation économique des femmes particulièrement les domaines relatifs à l’éducation/formation, l’entreprenariat et l’economie sociale et solidaire, le soutien des femmes en situation de vulnérabilité.150 points', 'connaissances opérationnelles des acteurs institutionnels et professionnels marocains concernés et du paysage juridique et des textes régissant l’organisation administrative des collectivités territoriales et e la déconcentration administrative et de la gouvernance décentralisée150 points', 'expérience dans le domaine de la gestion du partenariat public-privé, et de la coordination et mobilisation des partenaires au niveau national, régional et local100 points', 'être doté·e des qualifications nécessaires à la conception, la déclinaison, le suivi et l’évaluation des projets territoriaux et dans le suivi de la gestion administrative et financière.100 points', 'total700 points', 'at un women, we are committed to creating a diverse and inclusive environment of mutual respect. un women recruits, employs, trains, compensates,\xa0and promotes regardless of race, religion, color, sex, gender identity, sexual orientation, age,\xa0ability, national origin,\xa0or any other basis covered by appropriate law. all employment is decided\xa0on the basis of\xa0qualifications, competence, integrity and organizational need.\xa0\xa0\xa0if you need any reasonable accommodation to support your participation in the recruitment and selection process, please include this information in your application.\xa0\xa0\xa0un women\xa0has a zero-tolerance policy on conduct that is incompatible with the aims and objectives of the united nations and un women, including sexual exploitation and abuse, sexual harassment, abuse of authority and discrimination.\xa0\xa0all selected candidates will be expected to adhere to\xa0un women’s\xa0policies\xa0and procedures\xa0and\xa0the\xa0standards\xa0of conduct expected of un women personnel\xa0and will therefore undergo rigorous reference and background checks. (background checks will include the verification of academic credential(s) and employment history. selected candidates may be required to provide additional information to conduct a background check.)\xa0\xa0']"
111962,"['deliverables', 'deliverable 1:\xa0 an approved inception report in english. (2 weeks after the signing of the contract)deliverable 2: an approved draft research in english on the root causes of discriminatory social norms against women in palestine. (3 months and after the signing of the contract)deliverable 3: a final approved research and a narrative report on the assignment in english. (4 months after the signing of the contract)', 'qualifications', 'educationa master’s degree in social science, gender studies, human rights, or any other related field. a phd degree is an asset.', 'experience\xa0minimum three to five years’ experience in the fled of violence against women, gender equality and women’s rights.minimum eight years of research experience in the field of social studies, particularly in the field of violence against women and gender equality.previous working experience in the middle east is an asset.experience with the un system or/and international organizations is an asset.', 'language requirementsprofessional knowledge and fluency of english']"
111961,"['\xa0criteriamaximumnumber of points', 'educationhigher education in the field of culture and art, education and pedagogy, law/ jurisprudence or related fields150', 'availability of a certificate or other document on membership in a professional creative union, association, jurisprudence.\xa0100', 'professional experienceat least 10 years of professional experience in the field of culture and arts, social work in the development of gender equality and initiatives in the field of arts and culture250', 'experience in working with un agencies or other international organizations, as well as with government bodies in the field of social entrepreneurship (attach a copy of supporting materials or provide a link to a website with a relevant document).140', 'functional skills:computer skills and it applications (microsoft office, microsoft teams, zoom, etc.)50', 'languagesexcellent writing and speaking skills in russian.10', 'maximum overall technical score (70%)700']"
111960,[]
111959,[]
111958,[]
111957,[]
111956,[]
111955,[]
111954,[]
111953,[]
